##Ensembl file: C:\Users\ahsturm1\Desktop\Data\NGS\Ensembl\Homo_sapiens.GRCh38.112.gff3
##RefSeq file: C:\Users\ahsturm1\Desktop\Data\NGS\RefSeq\Homo_sapiens.GRCh38.p14.gff3
#Ensembl ID	RefSeq ID
ENST00000619216	NR_106918
ENST00000311893	NM_213595
ENST00000311893	CCDS44966
ENST00000535729	NM_001320042
ENST00000535729	CCDS76597
ENST00000431221	NM_001301141
ENST00000431221	CCDS73518
ENST00000547005	NM_001301140
ENST00000547005	CCDS76597
ENST00000392807	NM_014301
ENST00000392807	CCDS9118
ENST00000392806	NM_181724
ENST00000392806	CCDS9119
ENST00000550948	NM_003006
ENST00000550948	CCDS31895
ENST00000228463	NM_001206609
ENST00000228463	CCDS55881
ENST00000635896	NR_039717
ENST00000261401	NM_014325
ENST00000261401	CCDS9120
ENST00000420959	NM_001105237
ENST00000420959	CCDS61236
ENST00000541050	NM_001276471
ENST00000541050	CCDS9120
ENST00000326495	NM_018984
ENST00000326495	CCDS9121
ENST00000551165	NM_001161330
ENST00000551165	CCDS55882
ENST00000326470	NM_001161331
ENST00000326470	CCDS53825
ENST00000384890	NR_030350
ENST00000228476	NM_001917
ENST00000228476	CCDS9122
ENST00000610966	NM_018711
ENST00000610966	CCDS73520
ENST00000392784	NM_001301175
ENST00000392784	CCDS76599
ENST00000257548	NM_032663
ENST00000257548	CCDS9123
ENST00000619381	NM_001205179
ENST00000619381	CCDS55883
ENST00000343075	NM_001001655
ENST00000343075	CCDS31897
ENST00000429722	NM_001145374
ENST00000429722	CCDS31897
ENST00000440112	NM_001205180
ENST00000440112	CCDS55883
ENST00000242576	NM_080911
ENST00000242576	CCDS9124
ENST00000336865	NM_003362
ENST00000336865	CCDS9125
ENST00000338432	NM_001093
ENST00000338432	CCDS31898
ENST00000377848	NM_001412735
ENST00000377848	CCDS31898
ENST00000299162	NM_213596
ENST00000299162	CCDS9126
ENST00000310903	NM_001101421
ENST00000310903	CCDS53826
ENST00000228495	NM_031954
ENST00000228495	CCDS9128
ENST00000434735	NM_183415
ENST00000434735	CCDS9129
ENST00000342494	NM_130466
ENST00000342494	CCDS9129
ENST00000536398	NM_001270450
ENST00000536398	CCDS58277
ENST00000340074	NM_001270449
ENST00000340074	CCDS58277
ENST00000540230	NM_001270449
ENST00000540230	NM_001270451
ENST00000540230	CCDS58277
ENST00000545712	NM_052845
ENST00000545712	CCDS9131
ENST00000546277	NM_000431
ENST00000546277	CCDS9132
ENST00000228510	NM_000431
ENST00000228510	CCDS9132
ENST00000392727	NM_001301182
ENST00000392727	CCDS73522
ENST00000538780	NM_032829
ENST00000538780	CCDS9133
ENST00000358906	NM_032829
ENST00000358906	CCDS9133
ENST00000418703	NM_021625
ENST00000418703	CCDS9134
ENST00000675670	NM_021625
ENST00000675670	CCDS9134
ENST00000261740	NM_021625
ENST00000261740	CCDS9134
ENST00000536838	NM_001177431
ENST00000536838	CCDS53829
ENST00000537083	NM_147204
ENST00000537083	CCDS9135
ENST00000541794	NM_001177428
ENST00000541794	CCDS53828
ENST00000544971	NM_001177433
ENST00000544971	CCDS53827
ENST00000583208	NR_039718
ENST00000318348	NM_016433
ENST00000318348	CCDS9136
ENST00000405876	NM_001143852
ENST00000405876	CCDS9137
ENST00000312777	NM_032300
ENST00000312777	CCDS9137
ENST00000457474	NM_001135213
ENST00000457474	CCDS55884
ENST00000361006	NM_001135214
ENST00000361006	CCDS44968
ENST00000355312	NM_057169
ENST00000355312	CCDS9138
ENST00000553118	NM_057170
ENST00000553118	CCDS44969
ENST00000551209	NM_001330153
ENST00000551209	CCDS81736
ENST00000547815	NM_139201
ENST00000547815	CCDS9139
ENST00000320063	NM_001330154
ENST00000320063	CCDS81737
ENST00000261739	NM_033121
ENST00000261739	CCDS9140
ENST00000615315	NM_001389625
ENST00000615315	CCDS91748
ENST00000361948	NM_031473
ENST00000361948	CCDS9142
ENST00000552912	NM_001143779
ENST00000552912	CCDS41831
ENST00000242591	NM_014055
ENST00000242591	CCDS41831
ENST00000308664	NM_001681
ENST00000308664	CCDS9143
ENST00000539276	NM_170665
ENST00000539276	CCDS9144
ENST00000455511	NM_016238
ENST00000455511	CCDS9145
ENST00000450008	NM_001137664
ENST00000450008	CCDS44971
ENST00000228825	NM_001278556
ENST00000228825	CCDS9146
ENST00000228827	NM_016301
ENST00000228827	CCDS9147
ENST00000543199	NM_001164372
ENST00000543199	CCDS53831
ENST00000537466	NM_001164373
ENST00000537466	CCDS53830
ENST00000377673	NM_013300
ENST00000377673	CCDS31899
ENST00000549578	NM_016226
ENST00000549578	CCDS41832
ENST00000360579	NM_057180
ENST00000360579	CCDS53832
ENST00000621131	NM_001282150
ENST00000621131	CCDS73525
ENST00000546588	NM_001282150
ENST00000546588	CCDS73525
ENST00000409246	NM_001286531
ENST00000409246	CCDS73527
ENST00000392672	NM_152442
ENST00000392672	CCDS9148
ENST00000409425	NM_001286532
ENST00000409425	CCDS73527
ENST00000409778	NM_001286536
ENST00000409778	CCDS66469
ENST00000409300	NM_001286535
ENST00000409300	CCDS73526
ENST00000354300	NM_139283
ENST00000354300	CCDS9149
ENST00000551590	NM_001082537
ENST00000551590	CCDS41835
ENST00000614115	NM_001319680
ENST00000614115	CCDS91749
ENST00000397655	NM_024549
ENST00000397655	CCDS41833
ENST00000397659	NM_001082538
ENST00000397659	CCDS41834
ENST00000620084	NM_032369
ENST00000620084	CCDS31900
ENST00000242607	NM_032369
ENST00000242607	CCDS31900
ENST00000356742	NM_032369
ENST00000356742	NM_001040107
ENST00000356742	CCDS31900
ENST00000439744	NM_001256413
ENST00000439744	CCDS58278
ENST00000335007	NM_002710
ENST00000335007	CCDS9150
ENST00000340766	NM_001244974
ENST00000340766	CCDS58279
ENST00000545036	NM_001286243
ENST00000545036	CCDS66470
ENST00000308208	NM_152591
ENST00000308208	CCDS9151
ENST00000552694	NM_001286244
ENST00000552694	CCDS73528
ENST00000713803	NM_000432
ENST00000713803	CCDS31901
ENST00000663220	NM_001406916
ENST00000713804	NM_000432
ENST00000713804	CCDS31901
ENST00000713828	NM_000432
ENST00000713828	CCDS31901
ENST00000713800	NM_000432
ENST00000713800	CCDS31901
ENST00000713805	NM_000432
ENST00000713805	CCDS31901
ENST00000713829	NM_000432
ENST00000713829	CCDS31901
ENST00000228841	NM_000432
ENST00000228841	CCDS31901
ENST00000713830	NM_000432
ENST00000713830	CCDS31901
ENST00000713826	NM_000432
ENST00000713826	CCDS31901
ENST00000713831	NM_000432
ENST00000713831	CCDS31901
ENST00000713806	NM_000432
ENST00000713806	CCDS31901
ENST00000548438	NM_001406745
ENST00000261726	NM_015267
ENST00000261726	CCDS41837
ENST00000617342	NR_106818
ENST00000361483	NM_001177996
ENST00000361483	CCDS53833
ENST00000683047	NM_144671
ENST00000683047	CCDS9152
ENST00000547838	NM_001177997
ENST00000547838	CCDS9152
ENST00000548163	NM_001177997
ENST00000548163	CCDS9152
ENST00000552663	NR_187521
ENST00000341259	NM_005475
ENST00000341259	CCDS9153
ENST00000538307	NM_001291424
ENST00000538307	CCDS76602
ENST00000672613	NM_002973
ENST00000672613	CCDS31902
ENST00000673436	NM_001372574
ENST00000673436	CCDS91750
ENST00000608853	NM_002973
ENST00000608853	CCDS31902
ENST00000616825	NM_001310123
ENST00000616825	CCDS81738
ENST00000535949	NM_001310123
ENST00000535949	CCDS81738
ENST00000542287	NM_001310121
ENST00000542287	CCDS81739
ENST00000419234	NM_006768
ENST00000419234	CCDS9154
ENST00000313698	NM_025247
ENST00000313698	CCDS31903
ENST00000455480	NM_001136538
ENST00000455480	CCDS44973
ENST00000416293	NM_001204889
ENST00000416293	CCDS55885
ENST00000261733	NM_000690
ENST00000261733	CCDS9155
ENST00000617899	NR_106819
ENST00000551404	NM_139078
ENST00000551404	CCDS44975
ENST00000550735	NM_003668
ENST00000550735	CCDS44976
ENST00000550831	NM_138341
ENST00000550831	CCDS9157
ENST00000355445	NM_001193453
ENST00000355445	CCDS55886
ENST00000552374	NM_001193531
ENST00000552374	CCDS55887
ENST00000455836	NM_001034025
ENST00000455836	CCDS44977
ENST00000261735	NM_006817
ENST00000261735	CCDS9158
ENST00000261745	NM_024953
ENST00000261745	CCDS9159
ENST00000584818	NR_037430
ENST00000257604	NM_001143906
ENST00000257604	CCDS9160
ENST00000412615	NM_006700
ENST00000412615	CCDS9160
ENST00000682272	NM_001388303
ENST00000682272	CCDS91751
ENST00000618657	NR_106921
ENST00000202773	NM_000970
ENST00000202773	CCDS9162
ENST00000424576	NM_001024662
ENST00000424576	CCDS9162
ENST00000392597	NM_080601
ENST00000392597	CCDS58280
ENST00000351677	NM_002834
ENST00000351677	CCDS9163
ENST00000635625	NM_001330437
ENST00000635625	CCDS81741
ENST00000543106	NM_001347952
ENST00000543106	CCDS44979
ENST00000637932	NR_031631
ENST00000389385	NM_001143854
ENST00000389385	CCDS44979
ENST00000551052	NM_014954
ENST00000551052	CCDS31904
ENST00000415485	NM_001347952
ENST00000415485	NM_001347953
ENST00000415485	CCDS44979
ENST00000680189	NM_016816
ENST00000680189	CCDS41838
ENST00000452357	NM_002534
ENST00000452357	CCDS44980
ENST00000445409	NM_001032409
ENST00000445409	CCDS31905
ENST00000679971	NM_001406026
ENST00000675868	NM_001406024
ENST00000553152	NM_001406022
ENST00000553152	CCDS91752
ENST00000202917	NM_016816
ENST00000202917	CCDS41838
ENST00000681700	NM_001406021
ENST00000681700	CCDS91755
ENST00000680455	NM_001406027
ENST00000551241	NM_001320151
ENST00000551241	CCDS81742
ENST00000681497	NM_001410984
ENST00000681497	CCDS91756
ENST00000228928	NM_006187
ENST00000228928	CCDS44981
ENST00000342315	NM_016817
ENST00000342315	CCDS31906
ENST00000449768	NM_001032731
ENST00000449768	CCDS44982
ENST00000392583	NM_002535
ENST00000392583	CCDS41839
ENST00000548759	NM_004416
ENST00000548759	CCDS9164
ENST00000257600	NM_004416
ENST00000257600	CCDS9164
ENST00000546530	NM_001193520
ENST00000546530	CCDS55889
ENST00000548055	NM_001301202
ENST00000548055	CCDS73529
ENST00000261729	NM_004658
ENST00000261729	CCDS9165
ENST00000446861	NM_001193521
ENST00000446861	CCDS55888
ENST00000335621	NM_001144872
ENST00000335621	CCDS44983
ENST00000306014	NM_024072
ENST00000306014	CCDS31907
ENST00000314045	NM_001111322
ENST00000314045	CCDS44984
ENST00000612419	NR_106956
ENST00000549621	NM_032848
ENST00000549621	CCDS9166
ENST00000552495	NM_001286215
ENST00000552495	CCDS66473
ENST00000548278	NM_032848
ENST00000548278	CCDS9166
ENST00000299732	NM_138451
ENST00000299732	CCDS9167
ENST00000416617	NM_001330452
ENST00000416617	CCDS81743
ENST00000550785	NM_001143819
ENST00000550785	CCDS44985
ENST00000335509	NM_017901
ENST00000335509	CCDS31908
ENST00000541517	NM_001143819
ENST00000541517	CCDS44985
ENST00000392569	NM_001301214
ENST00000392569	CCDS76605
ENST00000613340	NR_106820
ENST00000552014	NM_001358345
ENST00000552014	CCDS31909
ENST00000202831	NM_024959
ENST00000202831	CCDS31909
ENST00000680972	NM_001358345
ENST00000680972	CCDS31909
ENST00000546737	NM_001330466
ENST00000546737	CCDS81744
ENST00000545182	NM_001159727
ENST00000545182	CCDS53834
ENST00000280800	NM_173542
ENST00000280800	CCDS9168
ENST00000257549	NM_006843
ENST00000257549	CCDS9169
ENST00000403593	NM_001304993
ENST00000403593	CCDS9170
ENST00000345635	NM_138432
ENST00000345635	CCDS9170
ENST00000261731	NM_022363
ENST00000261731	CCDS9171
ENST00000545145	NM_001146699
ENST00000545145	CCDS9172
ENST00000392561	NM_001146698
ENST00000392561	CCDS9172
ENST00000261741	NM_016196
ENST00000261741	CCDS9172
ENST00000405440	NM_181486
ENST00000405440	CCDS9173
ENST00000349716	NM_080717
ENST00000349716	CCDS9174
ENST00000310346	NM_000192
ENST00000310346	CCDS9173
ENST00000257566	NM_016569
ENST00000257566	CCDS9176
ENST00000349155	NM_005996
ENST00000349155	CCDS9175
ENST00000281928	NM_015335
ENST00000281928	CCDS9177
ENST00000385232	NR_030351
ENST00000582069	NR_039683
ENST00000480237	NR_027345
ENST00000470091	NR_027346
ENST00000556529	NM_001085481
ENST00000556529	CCDS41841
ENST00000261318	NM_024738
ENST00000261318	CCDS9179
ENST00000392549	NM_001109903
ENST00000392549	CCDS44987
ENST00000407967	NM_032814
ENST00000407967	CCDS9180
ENST00000257575	NM_001382266
ENST00000257575	CCDS44987
ENST00000257572	NM_003806
ENST00000257572	CCDS9181
ENST00000652555	NM_153348
ENST00000652555	CCDS9182
ENST00000455858	NM_012174
ENST00000455858	CCDS44988
ENST00000335209	NM_017899
ENST00000335209	CCDS9183
ENST00000541210	NM_001168325
ENST00000541210	CCDS53835
ENST00000622495	NM_015002
ENST00000622495	CCDS44989
ENST00000330622	NM_033624
ENST00000330622	CCDS9184
ENST00000317775	NM_000620
ENST00000317775	CCDS41842
ENST00000618760	NM_001204218
ENST00000618760	CCDS55890
ENST00000338101	NM_001204218
ENST00000338101	CCDS55890
ENST00000339824	NM_173598
ENST00000339824	CCDS61250
ENST00000454402	NM_007370
ENST00000454402	CCDS9185
ENST00000392542	NM_181578
ENST00000392542	CCDS41843
ENST00000315436	NM_018639
ENST00000315436	CCDS9186
ENST00000544233	NM_001278558
ENST00000544233	CCDS61251
ENST00000441406	NM_001278557
ENST00000441406	CCDS61252
ENST00000359236	NM_019086
ENST00000359236	CCDS44992
ENST00000261313	NM_002567
ENST00000261313	CCDS9187
ENST00000419821	NM_001346489
ENST00000419821	CCDS9188
ENST00000392533	NM_016281
ENST00000392533	CCDS9188
ENST00000537952	NM_001346494
ENST00000537952	CCDS86334
ENST00000543473	NM_022491
ENST00000543473	CCDS44993
ENST00000267260	NM_194286
ENST00000267260	CCDS44994
ENST00000281938	NM_014365
ENST00000281938	CCDS9189
ENST00000630357	NR_024246
ENST00000327554	NM_178499
ENST00000327554	CCDS9190
ENST00000426426	NM_001136534
ENST00000426426	CCDS44995
ENST00000541640	NM_006253
ENST00000541640	CCDS9191
ENST00000229328	NM_006253
ENST00000229328	CCDS9191
ENST00000261833	NM_007174
ENST00000261833	CCDS9192
ENST00000392521	NM_001206999
ENST00000392521	CCDS55891
ENST00000408396	NR_031589
ENST00000548673	NM_001367886
ENST00000548673	CCDS91757
ENST00000397558	NM_207311
ENST00000397558	CCDS41845
ENST00000229340	NM_006861
ENST00000229340	CCDS41846
ENST00000534951	NM_001167606
ENST00000534951	CCDS53836
ENST00000611079	NR_182302
ENST00000300648	NM_006836
ENST00000300648	CCDS41847
ENST00000577599	NR_039719
ENST00000551150	NM_053275
ENST00000551150	CCDS9193
ENST00000392514	NM_001002
ENST00000392514	CCDS9193
ENST00000228306	NM_053275
ENST00000228306	CCDS9193
ENST00000267257	NM_001243756
ENST00000267257	CCDS58281
ENST00000458477	NM_025157
ENST00000458477	CCDS44998
ENST00000637617	NM_001385981
ENST00000637617	CCDS91759
ENST00000228307	NM_001080855
ENST00000228307	CCDS44997
ENST00000424649	NM_002859
ENST00000424649	CCDS44996
ENST00000536957	NM_001410986
ENST00000536957	CCDS91758
ENST00000365668	NR_003137
ENST00000202967	NM_012240
ENST00000202967	CCDS9194
ENST00000308366	NM_000928
ENST00000308366	CCDS9195
ENST00000257552	NM_002442
ENST00000257552	CCDS9196
ENST00000229379	NM_004373
ENST00000229379	CCDS9197
ENST00000546954	NM_016399
ENST00000546954	CCDS9198
ENST00000551765	NM_176818
ENST00000551765	CCDS31911
ENST00000229390	NM_003769
ENST00000229390	CCDS9199
ENST00000392509	NM_001037494
ENST00000392509	CCDS9200
ENST00000548342	NM_001037494
ENST00000548342	CCDS9200
ENST00000392508	NM_001037495
ENST00000392508	CCDS9200
ENST00000549989	NM_001037495
ENST00000549989	CCDS9200
ENST00000242577	NM_003746
ENST00000242577	CCDS9200
ENST00000288532	NM_032314
ENST00000288532	CCDS31912
ENST00000325954	NM_014868
ENST00000325954	CCDS9201
ENST00000413266	NM_001330474
ENST00000413266	CCDS81746
ENST00000341039	NM_198202
ENST00000341039	CCDS9203
ENST00000357500	NM_015918
ENST00000357500	CCDS9202
ENST00000316803	NM_001033677
ENST00000316803	CCDS31913
ENST00000288616	NM_031205
ENST00000288616	CCDS9205
ENST00000351200	NM_004276
ENST00000351200	CCDS9204
ENST00000228506	NM_014730
ENST00000228506	CCDS9206
ENST00000412616	NM_001303628
ENST00000412616	CCDS76609
ENST00000344651	NM_001080533
ENST00000344651	CCDS31914
ENST00000578311	NR_039849
ENST00000242592	NM_000017
ENST00000242592	CCDS9207
ENST00000411593	NM_001302554
ENST00000411593	CCDS76610
ENST00000353487	NM_139015
ENST00000353487	CCDS9208
ENST00000257555	NM_000545
ENST00000257555	CCDS9209
ENST00000544413	NM_001306179
ENST00000544413	CCDS76611
ENST00000288757	NM_022895
ENST00000288757	CCDS9210
ENST00000445832	NM_001286198
ENST00000445832	CCDS66486
ENST00000537817	NM_001286191
ENST00000537817	CCDS76613
ENST00000539736	NM_001286195
ENST00000539736	CCDS66487
ENST00000680620	NM_001395419
ENST00000680620	CCDS91762
ENST00000257570	NM_003733
ENST00000257570	CCDS9211
ENST00000620239	NM_001261825
ENST00000620239	CCDS73536
ENST00000339275	NM_198213
ENST00000339275	CCDS9212
ENST00000543677	NM_001395418
ENST00000543677	CCDS9212
ENST00000328963	NM_002562
ENST00000328963	CCDS9213
ENST00000359949	NM_001256796
ENST00000359949	CCDS58282
ENST00000337233	NM_002560
ENST00000337233	CCDS9214
ENST00000652382	NM_001270485
ENST00000652382	CCDS9216
ENST00000392474	NM_001270486
ENST00000392474	CCDS58283
ENST00000404169	NM_001270485
ENST00000404169	CCDS9216
ENST00000337174	NM_153499
ENST00000337174	CCDS9218
ENST00000347034	NM_172216
ENST00000347034	CCDS9217
ENST00000538733	NM_153500
ENST00000538733	CCDS9219
ENST00000324774	NM_006549
ENST00000324774	CCDS9216
ENST00000412367	NM_172226
ENST00000412367	CCDS9218
ENST00000402834	NM_001270485
ENST00000402834	CCDS9216
ENST00000446440	NM_172215
ENST00000446440	CCDS53837
ENST00000392473	NM_172214
ENST00000392473	CCDS44999
ENST00000261819	NM_016237
ENST00000261819	CCDS9220
ENST00000441917	NM_001137559
ENST00000441917	CCDS45000
ENST00000541887	NM_001330489
ENST00000541887	CCDS81749
ENST00000613529	NM_001256858
ENST00000613529	CCDS73538
ENST00000361234	NM_025126
ENST00000361234	CCDS31915
ENST00000392465	NM_194271
ENST00000392465	CCDS9221
ENST00000377071	NM_032590
ENST00000377071	CCDS41850
ENST00000377069	NM_001005366
ENST00000377069	CCDS41849
ENST00000611489	NR_106957
ENST00000355329	NM_173855
ENST00000355329	CCDS31917
ENST00000449592	NM_001080825
ENST00000449592	CCDS41852
ENST00000267205	NM_019034
ENST00000267205	CCDS9222
ENST00000604567	NM_001353345
ENST00000604567	CCDS86338
ENST00000619791	NM_001353345
ENST00000619791	CCDS86338
ENST00000289004	NM_002150
ENST00000289004	CCDS9224
ENST00000543163	NM_001171993
ENST00000543163	CCDS53839
ENST00000542602	NM_001261400
ENST00000542602	CCDS58284
ENST00000541212	NM_002813
ENST00000541212	CCDS9225
ENST00000397454	NM_001178003
ENST00000397454	CCDS53840
ENST00000288912	NM_144668
ENST00000288912	CCDS41853
ENST00000538010	NM_020993
ENST00000538010	CCDS9226
ENST00000261822	NM_001024808
ENST00000261822	CCDS53841
ENST00000319080	NM_014938
ENST00000319080	CCDS73540
ENST00000377035	NM_001014336
ENST00000377035	CCDS31919
ENST00000339777	NM_001098519
ENST00000339777	CCDS45001
ENST00000546192	NM_001330492
ENST00000546192	CCDS81751
ENST00000324189	NM_030765
ENST00000324189	CCDS9227
ENST00000535274	NM_001330492
ENST00000535274	CCDS81751
ENST00000464942	NM_001371333
ENST00000464942	CCDS9228
ENST00000353548	NM_001278342
ENST00000353548	CCDS9229
ENST00000267199	NM_022916
ENST00000267199	CCDS9231
ENST00000451053	NM_001351021
ENST00000451053	CCDS86339
ENST00000302528	NM_002956
ENST00000302528	CCDS9232
ENST00000358808	NM_002956
ENST00000358808	CCDS9232
ENST00000620786	NM_001247997
ENST00000620786	CCDS58285
ENST00000537178	NM_198240
ENST00000537178	CCDS9233
ENST00000543897	NM_001350937
ENST00000543897	CCDS86340
ENST00000633063	NM_017612
ENST00000633063	CCDS91763
ENST00000536306	NM_001350937
ENST00000536306	CCDS86340
ENST00000331738	NM_023012
ENST00000331738	CCDS31920
ENST00000333479	NM_014708
ENST00000333479	CCDS45002
ENST00000328880	NM_177551
ENST00000328880	CCDS9235
ENST00000528880	NM_006018
ENST00000528880	CCDS53842
ENST00000432564	NM_032554
ENST00000432564	CCDS9236
ENST00000280557	NM_003677
ENST00000280557	CCDS45003
ENST00000253079	NM_201435
ENST00000253079	CCDS9238
ENST00000253083	NM_003959
ENST00000253083	CCDS31922
ENST00000267202	NM_024667
ENST00000267202	CCDS9239
ENST00000344275	NM_001243014
ENST00000344275	CCDS58287
ENST00000442833	NM_203444
ENST00000442833	CCDS58288
ENST00000280560	NM_019625
ENST00000280560	CCDS9241
ENST00000540285	NM_001243013
ENST00000540285	CCDS58286
ENST00000346530	NM_019624
ENST00000392439	NM_019625
ENST00000392439	CCDS9241
ENST00000542678	NM_019625
ENST00000542678	CCDS9241
ENST00000397389	NM_024623
ENST00000397389	CCDS41855
ENST00000538755	NM_001304834
ENST00000538755	CCDS76618
ENST00000536150	NM_001304837
ENST00000536150	CCDS76618
ENST00000538628	NM_001304835
ENST00000538628	CCDS76618
ENST00000545612	NM_001304836
ENST00000545612	CCDS76618
ENST00000545317	NM_001304836
ENST00000545317	CCDS76618
ENST00000454694	NM_001304838
ENST00000454694	CCDS76618
ENST00000228922	NM_001304833
ENST00000228922	CCDS76617
ENST00000543566	NM_001278379
ENST00000543566	CCDS53843
ENST00000453766	NM_001400320
ENST00000453766	CCDS45004
ENST00000426960	NM_001278379
ENST00000426960	CCDS53843
ENST00000454885	NM_001400319
ENST00000454885	CCDS61273
ENST00000315580	NM_018694
ENST00000315580	CCDS31923
ENST00000412505	NM_001400305
ENST00000412505	CCDS91764
ENST00000439686	NM_001400303
ENST00000439686	CCDS45004
ENST00000357866	NM_001400312
ENST00000357866	NM_001400285
ENST00000357866	NM_001400306
ENST00000357866	NM_001278378
ENST00000357866	CCDS91765
ENST00000280562	NM_001300801
ENST00000280562	CCDS73543
ENST00000320201	NM_020845
ENST00000320201	CCDS9242
ENST00000580964	NR_036187
ENST00000506255	NR_038290
ENST00000606320	NM_022782
ENST00000606320	CCDS9243
ENST00000253233	NM_152269
ENST00000253233	CCDS9244
ENST00000366329	NM_001194995
ENST00000366329	CCDS9244
ENST00000536130	NM_001143905
ENST00000536130	CCDS9244
ENST00000679849	NM_152269
ENST00000679849	CCDS9244
ENST00000543139	NM_152269
ENST00000543139	NM_001194995
ENST00000543139	NM_001143905
ENST00000543139	CCDS9244
ENST00000429587	NM_152269
ENST00000429587	CCDS9244
ENST00000618072	NM_001270434
ENST00000618072	CCDS58289
ENST00000261692	NM_004642
ENST00000261692	CCDS9245
ENST00000538446	NM_001270433
ENST00000538446	CCDS58289
ENST00000535979	NM_001270434
ENST00000535979	NM_001270433
ENST00000535979	CCDS58289
ENST00000542174	NM_001270434
ENST00000542174	NM_001270433
ENST00000542174	CCDS58289
ENST00000544658	NM_001270433
ENST00000544658	CCDS58289
ENST00000420886	NM_001167856
ENST00000420886	CCDS53844
ENST00000267176	NM_018183
ENST00000267176	CCDS9246
ENST00000602398	NM_001167856
ENST00000602398	CCDS53844
ENST00000614241	NR_107039
ENST00000402868	NM_020382
ENST00000402868	CCDS9247
ENST00000280571	NM_145058
ENST00000280571	CCDS9248
ENST00000526639	NM_022717
ENST00000526639	CCDS9249
ENST00000412157	NM_180699
ENST00000412157	CCDS45005
ENST00000350887	NM_022717
ENST00000350887	CCDS9249
ENST00000376874	NM_178314
ENST00000376874	CCDS45006
ENST00000636882	NM_001319243
ENST00000636882	CCDS81752
ENST00000579798	NR_037470
ENST00000262225	NM_006815
ENST00000262225	CCDS9250
ENST00000238146	NM_020936
ENST00000238146	CCDS9251
ENST00000424014	NM_001414
ENST00000424014	CCDS31924
ENST00000618160	NM_001271868
ENST00000618160	CCDS73544
ENST00000228955	NM_001271867
ENST00000228955	CCDS61275
ENST00000543341	NM_001516
ENST00000543341	CCDS9252
ENST00000680574	NM_001410989
ENST00000680574	CCDS91766
ENST00000426174	NM_001143850
ENST00000426174	CCDS45007
ENST00000303372	NM_024809
ENST00000303372	CCDS9253
ENST00000330342	NM_012463
ENST00000330342	CCDS9254
ENST00000673944	NM_001372106
ENST00000673944	CCDS91767
ENST00000638045	NM_207437
ENST00000638045	CCDS9255
ENST00000238156	NM_025140
ENST00000238156	CCDS9256
ENST00000545135	NM_001304961
ENST00000545135	CCDS76619
ENST00000545891	NM_001304961
ENST00000545891	CCDS76619
ENST00000539644	NM_152437
ENST00000539644	CCDS9257
ENST00000392404	NM_001204298
ENST00000392404	CCDS9257
ENST00000337815	NM_152437
ENST00000337815	CCDS9257
ENST00000538932	NM_152437
ENST00000538932	CCDS9257
ENST00000324038	NM_181709
ENST00000546355	NM_001365156
ENST00000546355	CCDS91768
ENST00000338359	NM_181709
ENST00000404621	NM_001077261
ENST00000404621	CCDS41857
ENST00000405201	NM_006312
ENST00000405201	CCDS41858
ENST00000429285	NM_001206654
ENST00000429285	CCDS55892
ENST00000622851	NR_106940
ENST00000261693	NM_005505
ENST00000261693	CCDS9259
ENST00000339570	NM_001082959
ENST00000339570	CCDS45008
ENST00000680556	NM_001367987
ENST00000680556	CCDS91771
ENST00000415380	NM_001367981
ENST00000415380	CCDS91769
ENST00000546215	NM_001367986
ENST00000546215	CCDS91770
ENST00000536769	NM_021009
ENST00000536769	CCDS9260
ENST00000339647	NM_021009
ENST00000339647	CCDS9260
ENST00000583467	NR_049820
ENST00000308736	NM_032656
ENST00000308736	CCDS9261
ENST00000341446	NM_080626
ENST00000341446	CCDS9262
ENST00000672415	NM_080626
ENST00000672415	CCDS9262
ENST00000316519	NM_023928
ENST00000316519	CCDS9263
ENST00000682704	NM_001366854
ENST00000682704	CCDS91772
ENST00000299308	NM_052907
ENST00000299308	CCDS41859
ENST00000613307	NM_001286219
ENST00000613307	CCDS66501
ENST00000543651	NR_131985
ENST00000435159	NM_001136103
ENST00000435159	CCDS45009
ENST00000579753	NR_037406
ENST00000266771	NM_145648
ENST00000266771	CCDS9264
ENST00000281703	NM_144669
ENST00000281703	CCDS9265
ENST00000442111	NM_001366886
ENST00000442111	CCDS91773
ENST00000422113	NM_133448
ENST00000422113	CCDS9266
ENST00000542578	NR_110058
ENST00000229030	NM_007197
ENST00000229030	CCDS9267
ENST00000245255	NM_004764
ENST00000245255	CCDS9268
ENST00000690449	NM_001393629
ENST00000690449	CCDS91776
ENST00000261655	NM_015347
ENST00000261655	CCDS31925
ENST00000690669	NM_001351226
ENST00000690669	CCDS91774
ENST00000643940	NM_001393629
ENST00000643940	CCDS91776
ENST00000691977	NM_001393629
ENST00000691977	CCDS91776
ENST00000707118	NM_001351230
ENST00000689851	NM_001393617
ENST00000689851	CCDS91775
ENST00000688340	NM_001351232
ENST00000688340	CCDS91777
ENST00000261653	NM_001980
ENST00000261653	CCDS9269
ENST00000392373	NM_194356
ENST00000392373	CCDS9270
ENST00000706282	NM_001351049
ENST00000706282	CCDS91778
ENST00000541630	NM_001300796
ENST00000541630	CCDS73546
ENST00000543796	NM_006325
ENST00000543796	CCDS9271
ENST00000392369	NM_006325
ENST00000392369	CCDS9271
ENST00000261654	NM_198827
ENST00000261654	CCDS9272
ENST00000535015	NM_001330497
ENST00000535015	CCDS81753
ENST00000376678	NR_026670
